tgeene	13974	't geene
tgemeene	968	't gemeene
tselve	16031	't selve
Cnomene	62	(nomine
Cnomine	279	(nomine
Cnomne	49	(nomine
AClaesz	185	A. Claesz
Abommelin	66	A. Commelin
Ahuijlman	85	A. Huijlman
Ahuijsman	70	A. Huijlman
Abintestato	100	ab intestato
abintestato	561	ab intestato
aberbauel	74	Aberbanel
aboaf	67	aboas
AAbraham	114	Abraham
Abaham	57	Abraham
Abrahan	161	Abraham
Abrahem	77	Abraham
Abrahom	59	Abraham
Abrahum	58	Abraham
Abrakam	94	Abraham
Abralam	85	Abraham
Abranam	72	Abraham
Abraram	130	Abraham
Abrasam	188	Abraham
Abroham	76	Abraham
Araham	145	Abraham
Abrahamde	169	Abraham de
ablolut	48	absolut
alsolute	72	absolute
accentatie	119	acceptatie
acceplatie	104	acceptatie
accepratie	67	acceptatie
accertatie	64	acceptatie
accesstatie	120	acceptatie
accestatie	633	acceptatie
accextatie	727	acceptatie
accoptatie	54	acceptatie
aceeptatie	89	acceptatie
acieptatie	49	acceptatie
acteptatie	80	acceptatie
aeceptatie	66	acceptatie
accepleeren	47	accepteeren
accerteren	78	accepteren
accesteren	124	accepteren
accexteren	271	accepteren
accopteren	78	accepteren
aceepteren	58	accepteren
aecepteren	46	accepteren
accopterende	46	accepterende
acconderen	96	accorderen
achtstepart	101	achtste part
Actiem	56	Actien
actiale	47	actuale
Autueel	119	Actueel
achueele	68	actueele
actucele	52	actueele
aetueele	74	actueele
achuele	53	actuele
actiele	65	actuele
aetuele	115	actuele
Achum	196	Actum
Aetum	52	Actum
ablites	64	ad lites
adlises	144	ad lites
adlite	104	ad lites
adlitel	98	ad lites
adliten	60	ad lites
Adlites	191	ad lites
adlites	3416	ad lites
adlitet	64	ad lites
aelites	284	ad lites
aolites	47	ad lites
Adan	97	Adam
adanisz	64	Adamsz
Adanisz	70	Adamsz
admiistratie	61	administratie
Admiistratie	92	administratie
Administiatie	55	administratie
adminstratie	83	administratie
Adminstratie	87	Administratie
admmistratie	66	administratie
admnistratie	47	administratie
adminaal	46	admiraal
adminaliteijt	101	admiraliteijt
adminaliteit	62	admiraliteit
Adiaan	105	Adriaan
Adnaan	116	Adriaan
Adraan	90	Adriaan
Adnaen	55	Adriaen
Adraen	132	Adriaen
Adnana	95	Adriana
Adnanus	76	Adrianus
adlignatie	225	adsignatie
adfigneerende	84	adsigneerende
adligaerende	61	adsigneerende
adligneerende	354	adsigneerende
adligneren	124	adsigneren
adlignerende	415	adsignerende
adsigaerende	72	adsignerende
adsigierende	59	adsignerende
advententie	94	advertentie
adverteutie	186	advertentie
aduijs	87	advijs
aduis	61	advis
Adrocaat	57	Advocaat
advolaat	46	advocaat
Adrt	57	Advt
aenboort	300	aen boort
alnde	82	aen de
Aenden	79	Aen den
aenden	4253	aen den
aenhaer	102	aen haer
aenhem	155	aen hem
aenhen	85	aen hen
aenstucken	66	aen stucken
aente	407	aen te
aentebrengen	46	aen te brengen
aentegaen	108	aen te gaen
aentenemen	97	aen te nemen
aentewenden	69	aen te wenden
aencleest	107	aencleeft
aeneleven	59	aencleven
aenleven	46	aencleven
aenwaerden	67	aenvaerden
aftehouden	61	af te houden
afteleggen	119	af te leggen
aftelossen	50	af te lossen
aftemaken	60	af te maken
afteschrijven	51	af te schrijven
aftesien	181	af te sien
aftestaan	103	af te staan
aftestaen	67	af te staen
Affermant	50	affirmant
affermant	167	affirmant
affermeeren	50	affirmeeren
afgist	80	afgift
afhoomelingen	48	afkoomelingen
aflosting	50	aflossing
afflagh	46	afslagh
asstand	47	afstand
afffandt	55	afstandt
afftandt	69	afstandt
afsfandt	59	afstandt
afffant	117	afstant
afftant	224	afstant
afsfant	121	afstant
apstant	198	afstant
asstant	170	afstant
afsteeren	55	afsterven
afsteeven	276	afsterven
agenen	53	ageren
ageven	99	ageren
aldaerof	50	aldaer op
aldaerop	1794	aldaer op
aldaervoor	116	aldaer voor
Adus	245	Aldus
alevander	69	Alexander
Alevander	221	Alexander
alhuer	137	alhier
alhur	59	alhier
alkier	204	alhier
allieer	314	alhier
allier	778	alhier
alliier	137	alhier
almentatie	146	alimentatie
almenteren	68	alimenteren
alle't	54	Alle 't
Alle't	72	Alle 't
alleandere	68	alle andere
allegewesene	126	alle gewesene
allehet	76	alle het
allesijne	58	alle sijne
allesodanige	66	alle sodanige
allentijde	61	allen tijde
allesopregt	67	alles opregt
alleste	343	alles te
allestedoen	64	alles te doen
alnede	47	alrede
atrede	89	alrede
alneede	71	alreede
alteede	55	alreede
atreede	69	alreede
alsanders	49	als anders
alsborge	154	als borge
alsborgen	49	als borgen
alselders	198	als elders
alsget	360	als get
alsgetuige	155	als getuige
alsgetuigen	108	als getuigen
alsgetuijgen	142	als getuijgen
alshonder	182	als houder
alspand	109	als pand
alspandt	88	als pandt
alsprocuratie	93	als procuratie
alstransport	96	als transport
alfdan	67	alsdan
alsnochte	46	alsnoch te
alsoode	54	alsoo de
alwaergearriveert	71	alwaer gearriveert
Aneldonck	55	Ameldonck
Amsel	50	Amstel
amstedam	46	Amsteldam
Amstedam	580	Amsteldam
Amsteedam	57	Amsteldam
Amsteld	67	Amsteldam
Amstelda	99	Amsteldam
amsteldam	244	Amsteldam
Amsteldom	53	Amsteldam
Asteldam	52	Amsteldam
Ametelredamme	53	Amstelredamme
Ammstelredamme	88	Amstelredamme
Amnstelredamme	47	Amstelredamme
Amstele	97	Amstelredamme
Amstelr	505	Amstelredamme
Amstelrd	75	Amstelredamme
Amstelrdamme	119	Amstelredamme
amstelre	141	Amstelredamme
Amstelre	4555	Amstelredamme
Amstelre.de	90	Amstelredamme
amstelred	51	Amstelredamme
Amstelred	2397	Amstelredamme
Amstelredammd	57	Amstelredamme
Amstelrede	1033	Amstelredamme
Amstelredomme	185	Amstelredamme
Amstelres	59	Amstelredamme
Amtelredamme	53	Amstelredamme
Aamsterdam	77	Amsterdam
AAmsterdam	79	Amsterdam
Ammsterdam	80	Amsterdam
amserdam	59	Amsterdam
Amserdam	134	Amsterdam
Amstebred	81	Amsterdam
Amstendam	112	Amsterdam
amsterd	261	Amsterdam
Amsterd	802	Amsterdam
amsterda	61	Amsterdam
Amsterda	206	Amsterdam
amsterdam	12096	Amsterdam
Amsterdan	73	Amsterdam
amsterdem	48	Amsterdam
Amsterdem	108	Amsterdam
Amsterdm	584	Amsterdam
amsterdom	67	Amsterdam
Amsterdom	148	Amsterdam
Amsterdr	86	Amsterdam
amstm	228	Amsterdam
Amstm	13045	Amsterdam
Amstordam	52	Amsterdam
Amstr	72	Amsterdam
Amstrdam	223	Amsterdam
Amstterdam	58	Amsterdam
amterdam	70	Amsterdam
Amterdam	266	Amsterdam
Ansterdam	58	Amsterdam
asterdam	86	Amsterdam
Asterdam	373	Amsterdam
Amsterdamter	139	Amsterdam ter
Amstebredamme	84	Amsterredamme
anderhints	108	andersints
anderints	131	andersints
anderlints	88	andersints
andersents	253	andersints
andersicts	53	andersints
andersin	56	andersints
andersins	512	andersints
andersint	299	andersints
andersinte	96	andersints
andersinth	63	andersints
Andersints	76	andersints
andersints	18206	andersints
andersits	199	andersints
andersius	57	andersints
andersiuts	58	andersints
andrsints	66	andersints
auker	58	anker
Antenuptiale	96	ante nuptiale
antenuptiale	660	ante nuptiale
Authoni	47	Anthoni
Authori	72	Anthoni
authori	182	Anthoni
Anhonij	49	Anthonij
authonij	112	anthonij
Authonij	441	Anthonij
authonio	75	anthonio
Authonio	326	Anthonio
Authonis	47	Anthonis
authoris	52	Anthonis
Authony	97	Anthony
antoorde	217	antwoorde
antovoorde	48	antwoorde
antvoorde	131	antwoorde
antwoonde	58	antwoorde
anwoorde	57	antwoorde
antwoordegaf	96	antwoorde gaf
appiobatie	138	approbatie
appobatie	137	approbatie
appuobatie	71	approbatie
appiobeeren	78	approbeeren
appobeeren	131	approbeeren
Ahril	56	April
Anril	127	April
aprel	119	april
Aprel	168	April
apri	107	april
Apri	116	April
aprib	49	april
Aprib	96	April
Aprie	182	April
aprie	242	april
Aprik	63	April
apris	146	april
Apris	271	April
aprit	57	april
Aprit	113	April
Aprl	106	april
archofte	86	arch ofte
Arentvan	144	Arent van
argesist	52	argelist
arghofte	192	argh ofte
Amoldus	70	Arnoldus
Arnoutdel	56	Arnout del
assenradeurs	162	asseuradeurs
assenrantie	322	asseurantie
assenrantien	56	asseurantien
affignatie	68	assignatie
afsignatie	82	assignatie
asfignatie	97	assignatie
assiquatie	68	assignatie
assmtie	70	assumtie
assuntie	105	assumtie
actestatie	114	attestatie
aftestatie	121	attestatie
altestatie	52	attestatie
actestor	63	attestor
Attestoe	106	attestor
Attestor	707	attestor
attestor	49080	attestor
attestorr	51	attestor
attestos	53	attestor
attetor	53	attestor
attistor	60	attestor
attstor	53	attestor
atttestor	70	attestor
attestorrogatus	207	attestor rogatus
Angustus	49	Augustus
Anthentica	64	authentica
anthentica	123	authentica
anthentijcq	104	authentijcq
anthentycq	68	authentycq
Anthorisatie	101	authorisatie
anthorisatie	164	authorisatie
Authonsatie	54	authorisatie
anthoriserende	159	authoriserende
anthoniteijt	51	authoriteijt
Anthoriteijt	86	authoriteijt
anthoriteijt	376	authoriteijt
authoniteijt	95	authoriteijt
Aupbrebis	63	aux Brebis
aupbrebis	83	aux Brebis
aponturen	68	avonturen
apontureren	50	avontureren
Baronde	70	Baron de
barongh	50	Barough
Barongh	92	Barough
beddeleggende	72	bedde leggende
bedeninge	57	bedieninge
becedigt	48	beeedigt
Beeldsuijder	88	Beeldsnijder
Beeltsuijder	49	Beeltsnijder
besestigen	98	befestigen
Bogeerende	257	begeerende
behelven	84	behelsen
beroeve	65	behoeve
behuwdmoeder	158	behuwd moeder
behuwdsoon	121	behuwd soon
beiyde	74	beijde
bejde	315	beijde
beyjde	88	beijde
beijdewoonachtigh	59	beijde woonachtigh
bejden	91	beijden
behend	52	bekend
behende	64	bekende
behenden	95	bekenden
behent	93	bekent
belaft	60	belast
belastinghegisters	87	belastingregisters
benessens	47	beneffens
benesitien	53	benefitien
benetens	125	benevens
Benamin	50	Benjamin
Benhamin	72	Benjamin
benjamin	95	Benjamin
Benjamn	59	Benjamin
Benjanin	176	Benjamin
Benjanum	78	Benjamin
Benjanun	101	Benjamin
Bensamen	75	Benjamin
Bensamin	131	Benjamin
Beujamin	56	Benjamin
bequane	131	bequame
bequanne	115	bequame
bequameladinge	58	bequame ladinge
bexeids	57	bereids
Bernand	49	Bernand
bernard	94	Bernand
Bernaad	103	Bernard
Bernaid	50	Bernard
Bernaadus	70	Bernardus
bernardus	48	Bernardus
beschejden	81	bescheijden
beschiekingen	69	beschickingen
bestaanGepasseert	63	bestaan Gepasseert
becaelt	90	betaelt
belaelt	207	betaelt
besaelt	96	betaelt
betaeft	112	betaelt
betaekt	56	betaelt
betaet	62	betaelt
betaett	47	betaelt
betoelt	61	betaelt
becalen	107	betalen
belalen	116	betalen
besalen	153	betalen
betolen	62	betalen
belalinge	51	betalinge
besalinge	90	betalinge
betakinge	90	betalinge
betalf	132	betalinge
betali	82	betalinge
betalin	144	betalinge
betolinge	83	betalinge
beveftigen	65	bevestigen
bevestegen	94	bevestigen
beronden	107	bevonden
Bebrachter	118	bevrachter
Beprachter	66	bevrachter
beprachter	107	bevrachter
berrachter	46	bevrachter
Berrachter	110	bevrachter
Bebrachters	72	bevrachters
berrachters	46	bevrachters
bebrijden	67	bevrijden
beorijden	47	bevrijden
beprijden	54	bevrijden
berrijden	117	bevrijden
betrijden	86	bevrijden
bevijden	51	bevrijden
bevrjden	81	bevrijden
bevuijden	49	bevrijden
bewis	87	bewijs
bewjs	75	bewijs
bewijfende	139	bewijsende
bewijtende	171	bewijsende
bewist	197	bewijst
bezaklen	63	bezahlen
Bieker	47	Bicker
biy	946	bij
bj	4063	bij
bjde	51	bij de
biinnen	52	binnen
bijnen	124	binnen
bijnnen	71	binnen
bimen	54	binnen
binneen	47	binnen
binner	81	binnen
binnn	84	binnen
binnnen	301	binnen
binnende	218	binnen de
binnendese	65	binnen dese
binnendeser	274	binnen deser
bliven	76	blijven
bljven	100	blijven
bloedonenden	72	bloedvrienden
boeckhonder	161	boeckhouder
Boeckhonder	211	Boeckhouder
boecksonder	67	boeckhouder
boedelhonder	53	boedelhouder
boekhonder	51	boekhouder
Bondewijn	58	Boudewijn
broosleijt	46	broosheijt
broosseijt	79	broosheijt
broosteijt	54	broosheijt
Brujd	76	Bruijd
Brujdegom	96	Bruijdegom
Bruiyn	66	Bruijn
Brujn	96	Bruijn
brujn	108	bruijn
brujt	59	bruijt
bruym	124	bruyn
Bujs	98	Buijs
bujten	512	buijten
Bussenschat	51	Bussenschut
Aalkoen	51	Calkoen
alkoen	496	Calkoen
capetaal	104	capitaal
Capilaal	69	capitaal
Capstaal	56	capitaal
Copitaal	48	capitaal
apitaal	64	capitael
apitael	115	capitael
Capetael	103	capitael
Capilael	52	capitael
Capitoel	60	capitael
Capituel	122	capitael
Captael	122	capitael
Copitael	56	Capitael
Capiteyjn	81	Capiteijn
Capiteyn	475	Capiteijn
Capitein	975	Capitein
capitem	89	Capitein
capiten	127	capitein
Capiten	245	Capitein
Capiteun	47	Capitein
capiteur	53	capitein
Capiteur	59	Capitein
Capten	50	capitein
Caraeters	56	Caracters
aroli	82	Caroli
Careli	384	Caroli
carolj	52	caroli
Carolj	132	Caroli
Croli	51	Caroli
Carelis	51	Carolis
arolus	56	Carolus
carelus	107	carolus
Carelus	519	Carolus
Corolus	46	Carolus
atharina	138	Catharina
Cafharina	46	Catharina
Caharina	65	Catharina
Calharina	94	Catharina
Cathanna	86	Catharina
Cathari na	155	Catharina
Catharia	81	Catharina
Catharin a	104	Catharina
catharina	97	Catharina
Catharing	76	Catharina
Catharma	65	Catharina
Catharna	64	Catharina
CCatharina	139	Catharina
Cotharina	46	Catharina
Ctharina	59	Catharina
coveren	49	caveren
Coveren	100	Caveren
cedeien	85	cederen
Cosfam	51	cessam
Cossam	81	cessam
Cherurgijn	50	Chirurgijn
Thirurgijn	45	Chirurgijn
Chustiaan	90	Christiaan
Christijduijsent	77	Christij duijsent
Chustina	53	Christina
Christofsel	70	Christoffel
Christoftel	61	Christoffel
Christossel	50	Christoffel
Claast	46	Claasz
Clansule	122	Clausule
clansulen	167	Clausulen
Clansulen	275	Clausulen
Cleeuhens	79	Cleenhens
Cleeuheus	83	Cleenhens
Clenedien	99	Clenodien
Clenodien	171	Clenodien
Cleveniers	71	Cloveniers
Codiclle	103	Codicille
Codiille	113	Codicille
Codille	52	Codicille
Codiulle	86	Codicille
Codulle	63	Codicille
Codwille	73	Codicille
Cognoffementen	49	Cognossementen
Coqnossementen	57	Cognossementen
collatexale	53	collaterale
Collatexale	79	Collaterale
CComp	60	Comp
compag	96	Compagnie
Compag	236	Compagnie
Compagie	114	Compagnie
Compagiie	47	Compagnie
Compagine	96	Compagnie
Compagme	59	Compagnie
Compagn	49	Compagnie
Compagrie	61	Compagnie
Compaqnie	53	Compagnie
Camparant	62	Comparant
Cmparant	53	Comparant
Commpt	72	Comparant
compaaant	68	comparant
Compaaant	98	Comparant
Commpte	61	Comparante
Comparantn	57	Comparanten
comparantn	67	comparanten
CCompareerde	153	Compareerde
Cmpareerde	530	Compareerde
Comareerde	59	Compareerde
Compaeerde	63	Compareerde
Compaereerde	70	Compareerde
Companeerde	138	Compareerde
Comwareerde	67	Compareerde
Ompareerde	894	Compareerde
CCompareerden	73	Compareerden
Cmpareerden	341	Compareerden
Companeerden	63	Compareerden
Camparanten	46	Comparenten
Compelerende	62	Competerende
Compronus	224	Compromis
Compronisse	339	Compromisse
Compronissen	106	Compromissen
CCompt	75	Compt
CCompte	80	Compte
CCompten	47	Compten
condennatie	56	condemnatie
Condennatie	185	Condemnatie
Condernatie	134	Condemnatie
Cnstituant	50	Constituant
Conffituant	57	Constituant
Conftituant	81	Constituant
Constemant	68	Constituant
Constimant	94	Constituant
Constimuant	89	Constituant
Constitaant	64	Constituant
Constitant	61	Constituant
Constitiant	119	Constituant
Constitmant	53	Constituant
Constitnant	59	Constituant
Constituan	97	Constituant
Constituart	119	Constituant
Contituant	52	Constituant
Corstituant	51	Constituant
Constitiante	47	Constituante
Constitianten	63	Constituanten
Constitiants	65	Constituants
Cousul	71	Consul
Contantgelt	54	Contant gelt
Couthoralen	227	Conthoralen
Coopvan	46	Coop van
Cooperdoende	53	Cooper doende
Cooplujden	122	Coopluijden
Coopma	183	Coopman
Coopmen	127	Coopman
Coopmanalhier	102	Coopman alhier
Coopmanbinnen	50	Coopman binnen
CCornelis	193	Cornelis
Corelis	220	Cornelis
Corneis	52	Cornelis
Cornels	199	Cornelis
Cornlis	83	Cornelis
Cornolis	70	Cornelis
Crnelis	199	Cornelis
Corelisz	48	Cornelisz
Cornelsz	66	Cornelisz
Corouel	57	Coronel
Costerins	56	Costerius
Credeten	70	Crediten
Creditenren	131	Crediteuren
Cromhont	81	Cromhout
Cumpotestate	132	cum potestate
cumsocijs	104	cum socijs
DPommare	685	D.D. Pommare
d'accoort	76	d' accoort
d'acte	110	d' acte
d'ander	3872	d' ander
d'andere	1412	d' andere
d'anderen	62	d' anderen
d'andre	54	d' andre
d'appel	93	d' appel
d'betalinge	64	d' betalinge
d'C	60	d' C
d'd	58	d' d
d'D	296	d' D
d'e	499	d' e
d'E	4142	d' E
d'Ed	312	d' Ed
d'Ede	97	d' Ede
d'Ee	47	d' Ee
d'Een	116	d' Een
d'een	2835	d' een
d'Eene	98	d' Eene
d'eene	1141	d' eene
d'eer	58	d' eer
d'eerbare	694	d' eerbare
d'Eerbare	1285	d' Eerbare
d'Terbare	215	d' eerbare
d'Dersame	52	d' Eersame
d'eersame	895	d' eersame
d'Eersame	1091	d' Eersame
d'Tersame	337	d' eersame
d'Eersamen	48	d' Eersamen
d'eerst	155	d' eerst
d'Eerst	185	d' Eerst
d'Eerstafflijvige	126	d' Eerstafflijvige
d'Eerstaflijvige	506	d' Eerstaflijvige
d'Eerste	66	d' Eerste
d'eerste	384	d' eerste
d'eerststervende	65	d' eerststervende
d'Eerwaerdige	73	d' Eerwaerdige
d'el	373	d' el
d'Ell	271	d' Ell
d'ell	517	d' ell
d'elle	72	d' elle
d'en	263	d' en
d'engels	59	d' engels
d'Er	97	d' Er
d'Erffgen	70	d' Erffgen
d'Erffgenamen	171	d' Erffgenamen
d'es	88	d' es
d'exceptie	95	d' exceptie
d'gemelte	60	d' gemelte
d'gulden	79	d' gulden
d'h	139	d' h
d'H	282	d' H
d'Heer	565	d' Heer
d'heer	1285	d' heer
d'Heeren	137	d' Heeren
d'heeren	403	d' heeren
d'helft	90	d' helft
d'herbare	60	d' herbare
d'hersame	66	d' hersame
D'Hr	73	d' Hr
d'Hr	6902	d' Hr
d'hr	10656	d' hr
d'Hrn	939	d' Hrn
d'hrn	1475	d' hrn
d'ingeladene	83	d' ingeladene
d'Jonge	175	d' Jonge
d'klocke	87	d' klocke
d'langst	47	d' langst
d'Langst	50	d' Langst
d'Langstlevende	90	d' Langstlevende
d'langstlevende	344	d' langstlevende
d'langstlevenden	138	d' langstlevenden
d'Langstlevenden	157	d' Langstlevenden
d'navolgende	73	d' navolgende
d'obligatie	81	d' obligatie
d'once	51	d' once
d'onder	182	d' onder
d'onderges	124	d' onderges
d'ondergeschreven	67	d' ondergeschreven
d'ondergess	174	d' ondergess
d'ondergesz	371	d' ondergesz
d'onderschrijver	186	d' onderschrijver
d'onseeckere	475	d' onseeckere
d'onsekere	732	d' onsekere
d'onsekereure	55	d' onsekere ure
d'onvoorsienl	56	d' onvoorsienl
d'ordie	46	d' ordie
d'ordre	297	d' ordre
d'oude	173	d' oude
d'respective	61	d' respective
d'resterende	92	d' resterende
d'selve	5732	d' selve
d'selven	56	d' selven
d'selvige	140	d' selvige
d'somme	85	d' somme
d'Sr	193	d' Sr
d'voorn	1086	d' voorn
d'voors	107	d' voors
d'voorss	127	d' voorss
d'voorsz	1369	d' voorsz
d'welck	50	d' welck
d'welcke	770	d' welcke
d'welke	134	d' welke
d'andrada	90	d'Andrada
d'azevedo	415	d'Azevedo
dHr	4299	dâ€™ Hr
daCosta	57	da Costa
dacosta	254	da Costa
dafonseca	176	da Fonseca
dafouseca	83	da Fonseca
dasilva	203	da Silva
daerschipper	357	daer schipper
daertoestaende	48	daertoe staende
daervande	55	daervan de
danckegenoten	76	dancke genoten
datalle	63	dat alle
de biteur	87	debiteur
de biteuren	787	debiteuren
eijgenbeweginge	47	eijgen beweginge
bijgendom	120	eijgendom
Clburgh	50	Elburgh
Clias	74	Elias
Cllard	54	Ellard
Crasmus	111	Erasmus
eygenaervan	46	eygenaer van
fOp	1053	f Op
Aebruarij	47	Februarij
bruarij	67	Februarij
Cinaal	47	finaal
Credrik	190	Fredrik
bedaan	90	gedaan
bedaen	89	gedaen
geonstitueert	845	geinstitueert
bijsbert	49	Gijsbert
HDvanHoorn	1109	H.D. van Hoorn
benlieder	60	henlieder
berwissel	68	herwissel
Aogendoop	49	Hogendorp
Aogendorp	102	Hogendorp
acob	555	Jacob
acobus	142	Jacobus
anuarij	116	januarij
angstlevende	86	langstlevende
aurens	75	Laurens
Couis	56	Louis
Aaria	64	Maria
nesfens	99	neffens
nessens	333	neffens
nicolaes	895	Nicolaes
Nevember	68	November
bbligatie	60	obbligatie
Abligatie	85	obligatie
bligatie	187	obligatie
bligatien	144	obligatien
ctober	54	October
Octobe	82	October
octoben	50	October
Octoben	88	October
october	4025	October
Octobes	51	October
Offthoonder	528	off thoonder
ouwaerden	594	onwaerden
Costrum	55	Oostrum
briginele	93	originele
Bevocerende	116	revocerende
chuerman	48	Schuerman
Aententie	72	Sententie
Syjmonsz	49	Sijmonsz
syjn	259	sijn
syjnde	159	sijnde
syjne	61	sijne
syjnen	73	sijnen
odanige	67	sodanige
solemmelijck	1262	solemnelijck
Cophia	182	Sophia
tnegentich	989	t negentich
teageren	909	te ageren
temogen	728	te mogen
Tostament	59	Testament
Tstament	92	Testament
Tstamente	53	Testamente
bestateur	50	testateur
Tostateur	58	Testateur
Tstateur	64	Testateur
bestateuren	62	testateuren
Tescateuren	52	testateuren
Tostateuren	50	Testateuren
Tstateuren	50	Testateuren
bestatrice	53	testatrice
Tostatrice	75	Testatrice
Tstatrice	65	Testatrice
Theodonis	240	Theodonis
Theodoris	57	Theodorus
Theodorns	80	Theodorus
Chomas	78	Thomas
Tromas	49	Thomas
tsoonder	731	thoonder
toekonende	88	toekomende
toekromende	49	toekoomende
Cransport	237	Transport
traasport	51	Transport
Transpert	74	Transport
transpert	252	Transport
transpont	92	Transport
Transpork	52	Transport
Cransporte	130	Transporte
transponte	82	transporte
taansporteeren	50	transporteeren
transpoiteeren	113	transporteeren
vand	5669	van de
Vande	3279	Van de
Vanden	826	Van den
berantwoording	77	verantwoording
berbant	51	verbant
bolcomen	91	volcomen
boldaen	70	voldaen
boldoeninge	73	voldoeninge
bolkomen	106	volkomen
bolkomentlijck	49	volkomentlijck
brunden	68	vrunden
waarteneemen	1381	waar te neemen


